,navn,addresse,Org_nr,Sektor,godkjenning
1849,Midtgård Barbro,"Kursetvn. 43 , 6224 HUNDEIDVIK",Org. nr. 916 117 698,Økologisk landbruksproduksjon,Gyldig fra 18.11.2020 til 30.12.2021
1850,Midtgard Eilev,"Øvrebygda 408 , 3650 TINN AUSTBYGD",Org. nr. 986 387 366,Økologisk landbruksproduksjon,Gyldig fra 07.05.2020 til 30.12.2021
1851,Midtsundstad Halvor,"Rudsvegen 123 , 2436 VÅLER I SOLØR",Org. nr. 980 340 430,"Foredling, import og omsetning",Gyldig fra 28.06.2020 til 30.12.2021
1852,Mikalsen Kjell Georg,"Åmdal 51 , 4560 VANSE",Org. nr. 982 427 088,Økologisk landbruksproduksjon,Gyldig fra 24.03.2020 til 30.12.2021
1853,Mikalsen Morten,"Grosvoldveien 140 , 3619 SKOLLENBORG",Org. nr. 982 848 253,"Foredling, import og omsetning",Gyldig fra 02.02.2020 til 30.12.2021
1854,Mikkelhaug Inge,"Husøyvn 100 , 7166 TARVA",Org. nr. 985 254 273,Økologisk landbruksproduksjon,Gyldig fra 11.11.2020 til 30.12.2021
1855,Mills AS,"Postboks 4644, Sofienberg , 0506 OSLO",Org. nr. 916 987 110,"Foredling, import og omsetning",Gyldig fra 01.12.2020 til 30.12.2021
1857,Minde Gardsdrift,"Røyksundvegen 39 , 5546 RØYKSUND",Org. nr. 920 741 150,Økologisk landbruksproduksjon,Gyldig fra 09.09.2020 til 30.12.2021
1858,Mission Wine & Spirits AS,"Destilleriveien 11 , 1481 HAGAN",Org. nr. -,"Foredling, import og omsetning",Gyldig fra 09.09.2020 til 30.12.2021
1859,Mitchell Alfred,"Vikevn. 2114 , 5584 BJOA",Org. nr. -,Økologisk landbruksproduksjon,Gyldig fra 01.11.2020 til 30.12.2021
1860,Mjåland Brit,"Mjålandsveien 90 , 4534 MARNARDAL",Org. nr. 969 791 951,Økologisk landbruksproduksjon,Gyldig fra 15.09.2020 til 30.12.2021
1861,Mjølner maskin,"Pb 285 Nesttun , 5853 BERGEN",Org. nr. 987 797 770,Økologisk landbruksproduksjon,Gyldig fra 15.04.2020 til 30.12.2021
1862,Mjømna Park AS v/ Frode Kversøy,"Mjømna 211 , 5978 MJØMNA",Org. nr. 997 602 390,Økologisk landbruksproduksjon,Gyldig fra 18.10.2020 til 30.12.2021
1863,Mo Audun,"Vindhella 88 , 6888 BORGUND",Org. nr. 969 820 609,Økologisk landbruksproduksjon,Gyldig fra 06.10.2020 til 30.12.2021
1864,Mo og Øyrane v.g. skule Økohagen,"Movegen 30 , 6819 FØRDE",Org. nr. 974 571 110,Økologisk landbruksproduksjon,Gyldig fra 24.05.2020 til 30.12.2021
1865,Moan Eirik,"Haukdalsveien 747 , 7288 SOKNEDAL",Org. nr. 969 638 541,Økologisk landbruksproduksjon,Gyldig fra 18.10.2020 til 30.12.2021
1866,Mobilslakt AS,"Brandstadvn. 463 , 1544 VESTBY",Org. nr. 988 939 935,"Foredling, import og omsetning",Gyldig fra 02.11.2020 til 30.12.2021
1867,Moe Arild,"Lislerudveien 194 , 1880 EIDSBERG",Org. nr. 980 103 374,Økologisk landbruksproduksjon,Gyldig fra 18.11.2020 til 30.12.2021
1868,Moe Elias Roger,"Dalevegen 177 , 6154 ØRSTA",Org. nr. 976 005 198,Økologisk landbruksproduksjon,Gyldig fra 28.12.2020 til 30.12.2021
1869,Moe gård,"Sørbygdsvegen 476 , 2636 ØYER",Org. nr. 993 476 579,Økologisk landbruksproduksjon,Gyldig fra 03.06.2020 til 30.12.2021
1870,Moe Korn AS,"Skjefstadbakken 76 , 7083 LEINSTRAND",Org. nr. 911 729 520,Økologisk landbruksproduksjon,Gyldig fra 29.09.2020 til 30.12.2021
1871,Moe Magne Eivind,"Seksevegen 2 , 5773 HOVLAND",Org. nr. 969 141 000,Økologisk landbruksproduksjon,Gyldig fra 11.08.2020 til 30.12.2021
1873,Moen Bjørn Arve,"Sveanvegen 54 , 7718 STEINKJER",Org. nr. 994 345 591,Økologisk landbruksproduksjon,Gyldig fra 31.03.2020 til 30.12.2021
1874,Moene Gård Idar Åmås,"Follestadalen 1391 , 6156 ØRSTA",Org. nr. 819 584 362,Økologisk landbruksproduksjon,Gyldig fra 31.03.2020 til 30.12.2021
1875,Moestue Grape Selections AS,"Hegdehaugsveien 31 , 0352 OSLO",Org. nr. 976 311 396,"Foredling, import og omsetning",Gyldig fra 29.11.2020 til 30.12.2021
1876,Mohn Andersson,"Grønlandsvegen 105 , 2651 ØSTRE GAUSDAL",Org. nr. 996 824 551,"Foredling, import og omsetning",Gyldig fra 01.12.2020 til 30.12.2021
1877,Møkjåland Terje og Karianne,"Møkjålandsvegen 14 , 4730 VATNESTRØM",Org. nr. 996 362 159,Økologisk landbruksproduksjon,Gyldig fra 16.12.2020 til 30.12.2021
1878,Møller Lone,"Grindheimsvegen 173 , 5936 MANGER",Org. nr. 992 575 026,Økologisk landbruksproduksjon,Gyldig fra 15.11.2020 til 30.12.2021
1879,Mølleren Sylvia AS,"Hegdehaugsveien 12 , 0167 OSLO",Org. nr. 915 662 331,"Foredling, import og omsetning",Gyldig fra 12.05.2020 til 30.12.2021
1880,Mølstadhagen AS,"Mølstadvegen 130 , 2350 NES PÅ HEDMARKEN",Org. nr. 923 174 419,Økologisk landbruksproduksjon,Gyldig fra 27.04.2020 til 30.12.2021
1881,Molunds Småbruk,"Nordsiveien 1919 , 9470 GRATANGEN",Org. nr. 991 124 152,Økologisk landbruksproduksjon,Gyldig fra 12.10.2020 til 30.12.2021
1882,Momrak-Haugan Aslak og Ingun,"Øvre Haugane 145 , 3870 FYRESDAL",Org. nr. 981 135 385,Økologisk landbruksproduksjon,Gyldig fra 13.09.2020 til 30.12.2021
1883,Mona Nynes Hitra Gårdsmat,"Helgebostadvei 66 , 7243 KVENVÆR",Org. nr. 823 109 482,"Foredling, import og omsetning",Gyldig fra 16.12.2020 til 30.12.2021
1884,Morel Guus,"Sambindingsvegen 22 , 6895 FEIOS",Org. nr. 987 560 339,"Foredling, import og omsetning",Gyldig fra 07.04.2020 til 30.12.2021
1885,Mork Utegangar,"Øverbygda 78 , 6450 HJELSET",Org. nr. 981 131 835,"Foredling, import og omsetning",Gyldig fra 08.12.2020 til 30.12.2021
1886,Mørkved Lornts,"Mørkved 39 , 7977 HØYLANDET",Org. nr. 969 685 590,Økologisk landbruksproduksjon,Gyldig fra 24.03.2020 til 30.12.2021
1887,Morten Blaauw ENK,"Normannsgt 30 , 0655 OSLO",Org. nr. 914 076 994,"Foredling, import og omsetning",Gyldig fra 11.10.2020 til 30.12.2021
1889,Mortens Kro,"Trondheimsvn. 3 , 1481 HAGAN",Org. nr. 940 129 613,Servering av økologisk mat og drikke,Gyldig fra 07.10.2020 til 30.12.2021
1890,Mosby Kirsten,"Justøyveien 489, , 4780 BREKKESTØ",Org. nr. 977 358 221,Økologisk landbruksproduksjon,Gyldig fra 07.10.2020 til 30.12.2021
1891,Mosjøen videregående skole,"Honggardsvegen 33 , 8658 MOSJØEN",Org. nr. 974 621 355,Servering av økologisk mat og drikke,Gyldig fra 25.11.2020 til 30.12.2021
1892,Moskvil Harald,"Ås Gårdsvei 5 , 3180 NYKIRKE",Org. nr. 969 204 657,Økologisk landbruksproduksjon,Gyldig fra 07.10.2020 til 30.12.2021
1893,Moskvil Korn- og Frørenseri,"Moskvilv. 20 , 3180 NYKIRKE",Org. nr. 980 477 126,"Foredling, import og omsetning",Gyldig fra 06.07.2020 til 30.12.2021
1894,Moss Finbakeri AS,"Wulfbergsgt. 14 , 1533 MOSS",Org. nr. 985 170 606,"Foredling, import og omsetning",Gyldig fra 03.11.2020 til 30.12.2021
1895,Moss Transportforum,"PB 704 , 1509 MOSS",Org. nr. 916 859 023,"Foredling, import og omsetning",Gyldig fra 21.10.2020 til 30.12.2021
1896,Moum Gunne,"Årumvn. 35, Søndre Aarum Gaard , 1659 TORP",Org. nr. 970 925 686,Økologisk landbruksproduksjon,Gyldig fra 24.03.2020 til 30.12.2021
1897,Moum Økologiske Jon Einar Linnæs Skaaret,"O.J.Moums vei 28 A , 1657 TORP",Org. nr. 870 026 722,Økologisk landbruksproduksjon,Gyldig fra 22.06.2020 til 30.12.2021
1898,Movold gård Raymond Sandvik,"Nordfrøyveien 612 , 7270 DYRVIK",Org. nr. 994 029 711,Økologisk landbruksproduksjon,Gyldig fra 31.03.2020 til 30.12.2021
1899,"Mowi ASA, avd Tveitevåg","Tveitevågsveien 122 , 5310 HAUGLANDSHELLA",Org. nr. 964 118 191,Økologisk akvakultur,Gyldig fra 13.08.2020 til 30.12.2021
1900,"Mowi, avd ST Stamfisk","Leikvangveien 64 , 7168 LYSØYSUNDET",Org. nr. 959 352 887,Økologisk akvakultur,Gyldig fra 05.10.2020 til 30.12.2021
1901,Moxnes Stein Erik,"Valsøyveien 219 , 7167 VALLERSUND",Org. nr. 969 525 097,Økologisk landbruksproduksjon,Gyldig fra 22.09.2020 til 30.12.2021
1902,MSM Norge AS,"Torget 1 , 1440 DRØBAK",Org. nr. 914 535 522,"Foredling, import og omsetning",Gyldig fra 30.11.2020 til 30.12.2021
1903,MTK Norge AS,"Tores vei 5C , 0687 OSLO",Org. nr. 998 589 037,"Foredling, import og omsetning",Gyldig fra 29.06.2020 til 30.12.2021
1905,Mulen Oddbjørn,"Ulltangebakkane 24 , 6800 FØRDE",Org. nr. 988 712 655,Økologisk landbruksproduksjon,Gyldig fra 30.03.2020 til 30.12.2021
1906,Müller Anna Clemetsdatter,"Hadelandsveien 800 , 3520 JEVNAKER",Org. nr. 920 166 938,Økologisk landbruksproduksjon,Gyldig fra 30.03.2020 til 30.12.2021
1907,Multibev AS,"Postboks 93 Skøyen , 0212 OSLO",Org. nr. 992 193 425,"Foredling, import og omsetning",Gyldig fra 02.12.2020 til 30.12.2021
1908,Mundal Aamund,"Mundalsvn 70 , 6848 FJÆRLAND",Org. nr. 969 628 724,Økologisk landbruksproduksjon,Gyldig fra 21.06.2020 til 30.12.2021
1909,Mundal Johannes Eggen,"Mundalsvegen 33 , 6848 FJÆRLAND",Org. nr. 982 809 886,Økologisk landbruksproduksjon,Gyldig fra 04.08.2020 til 30.12.2021
1910,Munkeby Jostein,"Munkebyvegen 227 , 7608 LEVANGER",Org. nr. 922 050 406,Økologisk landbruksproduksjon,Gyldig fra 23.09.2020 til 30.12.2021
1911,Munthe-Kaas Hege,"Hagavegen 204 , 2073 BØN",Org. nr. 998 190 673,Økologisk landbruksproduksjon,Gyldig fra 19.11.2020 til 30.12.2021
1912,Muribø Leif Oddvar,"Nesvegen 7 , 6392 VIKEBUKT",Org. nr. 981 425 561,Økologisk landbruksproduksjon,Gyldig fra 14.05.2020 til 30.12.2021
1913,Mydland Siv og Terje,"Bekkevn 11 , 4400 FLEKKEFJORD",Org. nr. 997 421 426,"Foredling, import og omsetning",Gyldig fra 10.05.2020 til 30.12.2021
1914,Myhre Anita,"Røinevn. 20 , 3410 SYLLING",Org. nr. 912 625 583,"Foredling, import og omsetning",Gyldig fra 30.07.2020 til 30.12.2021
1915,Myhre Hans Ingvald,"Ilestadveien 1 , 3158 ANDEBU",Org. nr. 994 333 089,Økologisk landbruksproduksjon,Gyldig fra 27.09.2020 til 30.12.2021
1916,Myhre Inge,"Korsgardveien 282 , 3089 HOLMESTRAND",Org. nr. 971 131 837,Økologisk landbruksproduksjon,Gyldig fra 06.12.2020 til 30.12.2021
1917,Myklebust Ann-Sophie,"Prestegårdsveien 11 , 3123 TØNSBERG",Org. nr. 986 212 256,Økologisk landbruksproduksjon,Gyldig fra 24.05.2020 til 30.12.2021
1918,Myklebust Sigfrid,"Fløyen 35 , 6876 SKJOLDEN",Org. nr. 974 906 457,Økologisk landbruksproduksjon,Gyldig fra 24.03.2020 til 30.12.2021
1919,Myre Fiskemottak as,"Bolstadveien 15 , 8430 MYRE",Org. nr. 989 118 927,Bærekraftig fiske og fangst,Gyldig fra 02.06.2020 til 30.12.2021
1921,Myrhaug Gartneri DA,"Vestsidevn. 111 , 3404 LIER",Org. nr. 998 615 828,Økologisk landbruksproduksjon,Gyldig fra 21.09.2020 til 30.12.2021
1922,Myrkaskog Asbjørn,"Seljadalsvegen 756 , 6893 VIK I SOGN",Org. nr. 992 271 264,Økologisk landbruksproduksjon,Gyldig fra 21.09.2020 til 30.12.2021
1923,Myrum Tarald og Randi,"Tveitebøveien 89 , 4747 VALLE",Org. nr. 969 250 640,Økologisk landbruksproduksjon,Gyldig fra 22.10.2020 til 30.12.2021
1924,Mytreat AS,"Unnebergvn. 19 B , 3239 SANDEFJORD",Org. nr. 916 290 276,"Foredling, import og omsetning",Gyldig fra 30.03.2020 til 30.12.2021
1925,N. Mangen Gaard Bjørn N Toverud,"Nordre Mangenvei 1719 , 1930 AURSKOG",Org. nr. 971 264 365,Økologisk landbruksproduksjon,Gyldig fra 18.02.2020 til 30.12.2021
1926,Nå Lars J,"Bleieveien 66 , 5776 NÅ",Org. nr. 969 277 794,Økologisk landbruksproduksjon,Gyldig fra 03.05.2020 til 30.12.2021
1927,Naalsund Tor Olav,"Sunndalsvegen 227 , 7340 OPPDAL",Org. nr. 983 998 143,Økologisk landbruksproduksjon,Gyldig fra 08.06.2020 til 30.12.2021
1928,Nær Engros AS,"Axel Sellægsv. 7 , 7805 NAMSOS",Org. nr. 977 293 383,"Foredling, import og omsetning",Gyldig fra 24.11.2020 til 30.12.2021
1929,Nær Engros Levanger AS,"Gråmyrsbakken 20 , 7608 LEVANGER",Org. nr. 977 056 721,"Foredling, import og omsetning",Gyldig fra 07.05.2020 til 30.12.2021
1930,Nær Engros Trondheim as,"Sluppenveien 9 , 7037 TRONDHEIM",Org. nr. 980 451 186,"Foredling, import og omsetning",Gyldig fra 29.06.2020 til 30.12.2021
1931,Nærland Alfred,"Lodevegen 88 , 4365 NÆRBØ",Org. nr. 974 395 665,Økologisk landbruksproduksjon,Gyldig fra 02.06.2020 til 30.12.2021
1932,Nærøya A/S,"Kumlanveien 48 , 7940 OTTERSØY",Org. nr. 920 828 094,Økologisk landbruksproduksjon,Gyldig fra 15.11.2020 til 30.12.2021
1933,Nærøydesign v/ Liv Torill Glein,"Fetagata , 5747 GUDVANGEN",Org. nr. 989 758 969,Økologisk landbruksproduksjon,Gyldig fra 02.12.2020 til 30.12.2021
1934,Næss Anders,"Eidalsveien 834 , 3350 PRESTFOSS",Org. nr. 980 243 990,Økologisk landbruksproduksjon,Gyldig fra 14.12.2020 til 30.12.2021
1935,Næss Anne Marit,"Hammerenvn. 402 , 1912 ENEBAKK",Org. nr. 912 779 548,"Foredling, import og omsetning",Gyldig fra 04.08.2020 til 30.12.2021
1937,Næss Atle,"Bjørndalsvn 58 B , 7670 INDERØY",Org. nr. 969 185 385,Økologisk landbruksproduksjon,Gyldig fra 30.08.2020 til 30.12.2021
1938,Nævdal Mona,"Skauvegen 383 , 5957 MYKING",Org. nr. 983 664 873,Økologisk landbruksproduksjon,Gyldig fra 30.08.2020 til 30.12.2021
1939,Nævland Samuel,"Søredalen 332 , 4308 SANDNES",Org. nr. 987 592 443,Økologisk landbruksproduksjon,Gyldig fra 15.04.2020 til 30.12.2021
1940,NAF Samdrift DA Arild Fallin,"Kristian P Bergsvei 250 , 7100 RISSA",Org. nr. 998 016 169,Økologisk landbruksproduksjon,Gyldig fra 30.09.2020 til 30.12.2021
1941,Narayanananda Universal Yoga Trust,"Millomriksen 225 , 2330 VALLSET",Org. nr. 976 660 501,Økologisk landbruksproduksjon,Gyldig fra 25.02.2020 til 30.12.2021
1942,Narum Arnfinn,"Øistadgutua 7 , 2860 HOV",Org. nr. 969 216 132,Økologisk landbruksproduksjon,Gyldig fra 08.06.2020 til 30.12.2021
1943,Narum Kristian,"Gamle Stangevei 108 , 2335 STANGE",Org. nr. 971 293 691,Økologisk landbruksproduksjon,Gyldig fra 27.09.2020 til 30.12.2021
1944,Natur-Import A/S,"Ole Deviksvei 18 , 0666 OSLO",Org. nr. 921 461 232,"Foredling, import og omsetning",Gyldig fra 28.12.2020 til 30.12.2021
1945,Naturalis AS,"Tordenskjoldsgate 8 , 3080 HOLMESTRAND",Org. nr. 999 145 396,"Foredling, import og omsetning",Gyldig fra 31.08.2020 til 30.12.2021
1946,Naturlig Liv AS,"Prinsessealleen 21 , 0276 OSLO",Org. nr. 912 580 180,"Foredling, import og omsetning",Gyldig fra 13.01.2021 til 30.12.2022
1947,Navjord Jørn Erik,"Håvundvn. 253 , 3746 SKIEN",Org. nr. 985 530 270,Økologisk landbruksproduksjon,Gyldig fra 25.03.2020 til 30.12.2021
1948,Nedre-Flo Jan-Erik,"Flo , 6783 STRYN",Org. nr. 990 178 615,Økologisk landbruksproduksjon,Gyldig fra 03.02.2020 til 30.12.2021
1949,NEN-produkter AS,"Postboks 24 , 1650 SELLEBAKK",Org. nr. 836 874 412,"Foredling, import og omsetning",Gyldig fra 02.11.2020 til 30.12.2021
1950,Nerdalen Nils,"Gamlevn 118 , 3359 EGGEDAL",Org. nr. 969 090 597,Økologisk landbruksproduksjon,Gyldig fra 30.06.2020 til 30.12.2021
1951,Nerhus Knut Johan,"Hatlestrandvn 761 , 5635 HATLESTRAND",Org. nr. 969 138 433,Økologisk landbruksproduksjon,Gyldig fra 22.04.2020 til 30.12.2021
1953,Nerol Marit og Erling,"Nerolsvegen 5 , 3576 HOL",Org. nr. 969 161 745,"Foredling, import og omsetning",Gyldig fra 07.07.2020 til 30.12.2021
1954,Nerseth Jo Håvar,"Sørlivegen 86, Sørlien Gård , 2847 KOLBU",Org. nr. 971 188 391,Økologisk landbruksproduksjon,Gyldig fra 07.07.2020 til 30.12.2021
1955,Nes Jan Ove,"Fjordavegen 3782 , 5777 GRIMO",Org. nr. 986 617 752,"Foredling, import og omsetning",Gyldig fra 09.02.2020 til 30.12.2021
1956,Nes Karianne Hjørnevik,"Nesveien 7 , 1666 ROLVSØY",Org. nr. 984 993 811,Økologisk landbruksproduksjon,Gyldig fra 17.08.2020 til 30.12.2021
1957,Ness Jarle,"Nessetveien 676 , 7882 NORDLI",Org. nr. 979 501 439,Økologisk landbruksproduksjon,Gyldig fra 17.02.2020 til 30.12.2021
1958,Ness Ole Ivar,"Nessetvegen 714 , 7882 NORDLI",Org. nr. 997 122 003,Økologisk landbruksproduksjon,Gyldig fra 07.08.2020 til 30.12.2021
1959,Nesset Håvard,"Skaftnesvn 134 , 7985 FOLDEREID",Org. nr. 987 091 800,Økologisk landbruksproduksjon,Gyldig fra 30.11.2020 til 30.12.2021
1960,Netfresh AS,"Solheimsveien 3 , 1473 LØRENSKOG",Org. nr. 918 407 227,"Foredling, import og omsetning",Gyldig fra 01.09.2020 til 30.12.2021
1961,Netthandelsgruppen AS (www.tights.no og www.soma.no),"Ryensvingen 9 , 0680 OSLO",Org. nr. 913 661 001,"Foredling, import og omsetning",Gyldig fra 11.05.2020 til 30.12.2021
1962,NIBIO Apelsvoll,"Nylinna 226 , 2849 KAPP",Org. nr. 974 705 346,Økologisk landbruksproduksjon,Gyldig fra 11.10.2020 til 30.12.2021
1963,NIBIO Landvik,"Reddalsvn. 215 , 4886 GRIMSTAD",Org. nr. 974 705 370,"Foredling, import og omsetning",Gyldig fra 19.11.2020 til 30.12.2021
1964,NIBIO Ullensvang,"Ullensvangvn 1005 , 5781 LOFTHUS",Org. nr. 974 705 478,Økologisk landbruksproduksjon,Gyldig fra 05.11.2020 til 30.12.2021
1965,Nicolaissen Beate,"Vestre Rødenesvn. 704 , 1870 ØRJE",Org. nr. 977 462 371,Økologisk landbruksproduksjon,Gyldig fra 08.06.2020 til 30.12.2021
1966,Nicolaysen Odd Evy Lorentzen,"Vikingv. 592, Heimly-Bøstad , 8360 BØSTAD",Org. nr. 969 645 084,Økologisk landbruksproduksjon,Gyldig fra 01.07.2020 til 30.12.2021
1967,Nikolaisen Kristoffer,"Fåfengveien 1 , 3514 HØNEFOSS",Org. nr. 994 156 136,Økologisk landbruksproduksjon,Gyldig fra 17.06.2020 til 30.12.2021
1969,Nilsen Asbjørn,"Leirstrandvn. 1253 , 9106 STRAUMSBUKTA",Org. nr. 970 387 994,Økologisk landbruksproduksjon,Gyldig fra 23.11.2020 til 30.12.2021
1970,Nilsen Bjørn Tore,"Olumslinna 406 , 3520 JEVNAKER",Org. nr. 891 563 612,Økologisk landbruksproduksjon,Gyldig fra 23.11.2020 til 30.12.2021
1971,Nilsen Kim Petter,"Alsøy , 8723 HUSBY",Org. nr. 917 266 859,Økologisk landbruksproduksjon,Gyldig fra 13.12.2020 til 30.12.2021
1972,Nilssen Heidi,"Stamnesveien 21 , 8407 SORTLAND",Org. nr. 884 199 522,Økologisk landbruksproduksjon,Gyldig fra 30.11.2020 til 30.12.2021
1973,Nissestad Tom,"Hoemsvegen 98 , 7580 SELBU",Org. nr. 997 798 767,Økologisk landbruksproduksjon,Gyldig fra 01.06.2020 til 30.12.2021
1974,Njøs næringsutvikling AS,"Njøsavegen 5 , 6863 LEIKANGER",Org. nr. 991 738 150,Økologisk landbruksproduksjon,Gyldig fra 07.12.2020 til 30.12.2021
1975,NKS Olaviken alderspsykiatrisk sykehus A/S,"Askvegen 150 , 5306 ERDAL",Org. nr. 987 554 401,Servering av økologisk mat og drikke,Gyldig fra 22.09.2020 til 30.12.2021
1976,Nofima AS,"Osloveien 1 , 1433 ÅS",Org. nr. 989 278 835,Servering av økologisk mat og drikke,Gyldig fra 05.10.2020 til 30.12.2021
1977,NOGA AS,"Sandvikavegen, 302 , 2312 OTTESTAD",Org. nr. 924 665 831,Økologisk landbruksproduksjon,Gyldig fra 04.03.2020 til 30.12.2021
1978,Nogva Jon Åge,"Olaus Fjørtoftsvegen 277 , 6293 LONGVA",Org. nr. 969 398 982,Økologisk landbruksproduksjon,Gyldig fra 24.05.2020 til 30.12.2021
1979,Nøisom AS,"Øraveien 6 , 1630 GAMLE FREDRIKSTAD",Org. nr. 999 308 961,"Foredling, import og omsetning",Gyldig fra 01.06.2020 til 30.12.2021
1980,Noko AS,"Kveldeveien 267 , 3282 KVELDE",Org. nr. 986 550 100,"Foredling, import og omsetning",Gyldig fra 04.11.2020 til 30.12.2021
1981,NON DOS,"Jacob Aalls gate 54 , 0364 OSLO",Org. nr. 889 606 932,"Foredling, import og omsetning",Gyldig fra 14.12.2020 til 30.12.2021
1982,Norbakk Einar Rune,"Bringsjordvn. 6 , 4580 LYNGDAL",Org. nr. 893 103 112,Økologisk landbruksproduksjon,Gyldig fra 06.10.2020 til 30.12.2021
1983,Nord Brenneri AS,"Tvetenveien 162 , 0671 OSLO",Org. nr. 992 596 007,"Foredling, import og omsetning",Gyldig fra 02.09.2020 til 30.12.2021
1985,Nordal Marius,"Stensrudveien 59 , 1892 DEGERNES",Org. nr. 988 612 936,"Foredling, import og omsetning",Gyldig fra 28.10.2020 til 30.12.2021
1986,Nordås Beate Skog,"Vefsnvegen 410A , 8658 MOSJØEN",Org. nr. 985 128 138,Økologisk landbruksproduksjon,Gyldig fra 28.10.2020 til 30.12.2021
1987,Nordbotten Geir,"Stokke Ravei 620 , 3160 STOKKE",Org. nr. 945 112 557,Økologisk landbruksproduksjon,Gyldig fra 13.12.2020 til 30.12.2021
1988,Nordby Anders,"Nordbyvn 23 , 3512 HØNEFOSS",Org. nr. 969 090 317,Økologisk landbruksproduksjon,Gyldig fra 06.10.2020 til 30.12.2021
1989,Norder i Viken AS,"Rammeveien 90 , 1545 HVITSTEN",Org. nr. 993 518 336,"Foredling, import og omsetning",Gyldig fra 27.05.2020 til 30.12.2021
1990,Norderhaug Bruk Marielle Wigaard,"Bureiservegen 40 , 2435 BRASKEREIDFOSS",Org. nr. 998 597 056,Økologisk landbruksproduksjon,Gyldig fra 13.12.2020 til 30.12.2021
1991,Norderhaug Marthe,"Varteigveien 1473 , 1894 RAKKESTAD",Org. nr. 921 165 412,Økologisk landbruksproduksjon,Gyldig fra 09.11.2020 til 30.12.2021
1992,Nordfjord Hotell,"Solplassen 1 , 6770 NORDFJORDEID",Org. nr. -,Servering av økologisk mat og drikke,Gyldig fra 01.11.2020 til 30.12.2021
1993,Nordfjord Kjøtt AS,"Lovikveien 32 , 6789 LOEN",Org. nr. 973 169 327,"Foredling, import og omsetning",Gyldig fra 06.10.2020 til 30.12.2021
1994,Nordfjord Kjøtt Slakt AS,"Lovikvegen 32 , 6789 LOEN",Org. nr. 981 692 934,"Foredling, import og omsetning",Gyldig fra 12.01.2021 til 30.12.2022
1995,Nordgård-Melander Gårdsdrift,"Innlandsveien 117 , 9021 TROMSDALEN",Org. nr. 923 085 912,Økologisk landbruksproduksjon,Gyldig fra 12.01.2021 til 30.12.2022
1996,Nordic Approach AS,"Tøyengt. 29c , 0578 OSLO",Org. nr. 997 244 753,"Foredling, import og omsetning",Gyldig fra 29.11.2020 til 30.12.2021
1997,Nordland Bjørn Egil,"Solheimslia 149 , 5983 HAUGSVÆR",Org. nr. 986 394 575,Økologisk landbruksproduksjon,Gyldig fra 08.10.2020 til 30.12.2021
1998,Nordland Nils Ove,"Noredalen 354 , 4308 SANDNES",Org. nr. 969 171 465,"Foredling, import og omsetning",Gyldig fra 16.06.2020 til 30.12.2021
1999,Nordløkken Per Gunnar,"Busetgrenda, Kotsøy , 7387 SINGSÅS",Org. nr. 923 027 718,Økologisk landbruksproduksjon,Gyldig fra 02.11.2020 til 30.12.2021
2001,Nordlysmat Drift AS,"Holmen 81 , 9518 ALTA",Org. nr. 913 225 244,"Foredling, import og omsetning",Gyldig fra 06.12.2020 til 30.12.2021
2002,Nordre Nes AS,"Nesoddvn. 112 , 3810 GVARV",Org. nr. 920 949 398,"Foredling, import og omsetning",Gyldig fra 06.12.2020 til 30.12.2021
2003,Nordre Solend gård v/Martin Greve,"Solendvegen 245 , 5936 MANGER",Org. nr. 917 949 166,Økologisk landbruksproduksjon,Gyldig fra 29.11.2020 til 30.12.2021
2004,Nordskar Hege Thorson,"Sjolivegen 2336 , 2676 HEIDAL",Org. nr. 990 247 536,Økologisk landbruksproduksjon,Gyldig fra 05.05.2020 til 30.12.2021
2005,Nordstrand Berit Susanne,"Bryggjevegen 23 , 4745 BYGLAND",Org. nr. 996 170 705,Økologisk landbruksproduksjon,Gyldig fra 02.11.2020 til 30.12.2021
2006,Nordtiller Lars Ivar,"Tillerbruveien 140 , 7092 TILLER",Org. nr. 969 638 991,Økologisk landbruksproduksjon,Gyldig fra 17.02.2020 til 30.12.2021
2007,Nordtrade AS,"Hogstvedtvn 51 A , 1435 ÅS",Org. nr. 918 323 759,"Foredling, import og omsetning",Gyldig fra 12.08.2020 til 30.12.2021
2008,Nordvoll Ernst,"Husby hovedgård , 8723 HUSBY",Org. nr. 969 119 773,Økologisk landbruksproduksjon,Gyldig fra 16.09.2020 til 30.12.2021
2009,Norganic,"Plogfabrikkv. 13 , 4353 KLEPP STASJON",Org. nr. 984 155 913,"Foredling, import og omsetning",Gyldig fra 18.11.2020 til 30.12.2021
